"task_id","suite","scenario","rep","alpha_true","n","prior_delta","prior_center","fixed_stats","x_a","x_g","delta_post","mu_ratio","truth_mode","method","status","ks","w1","mean","var","ci_low","ci_high","cover","ess","ess_per_iter","ess_per_sec","acf1","acf10","runtime_sec","accept_rate","avg_evals","pig_N","n_save","message"
1,"damsleth","Damsleth n=5",1,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
1,"damsleth","Damsleth n=5",1,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.0319709509584655,0.115081376556148,4.86592755997211,5.80274852126229,1.50435213481966,10.5791104088519,TRUE,104.102450563703,0.0208204901127406,38.7285902394728,0.932428423564908,0.536683785235823,2.688,NA,NA,200,4000,""
2,"damsleth","Damsleth n=5",2,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
2,"damsleth","Damsleth n=5",2,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.019141572515162,0.100828254440707,4.66539588664099,4.72828644972917,1.41933822333545,9.58233871359042,TRUE,167.876436704572,0.0335752873409144,64.1239254028158,0.919423362161448,0.428444074609084,2.618,NA,NA,200,4000,""
3,"damsleth","Damsleth n=10",1,5,10,0,NA,TRUE,5.57,5.01,10,1.11177644710579,6.25848978774591,"Numerical grid","ok",0,0,6.27874382490321,5.79502735097728,2.50363677584584,11.8152205102997,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
3,"damsleth","Damsleth n=10",1,5,10,0,NA,TRUE,5.57,5.01,10,1.11177644710579,6.25848978774591,"P-IG Gibbs","ok",0.0420062173191097,0.231984303745729,6.43702496550006,6.53431923045223,2.15354537166816,12.1419129543737,TRUE,79.2388614541021,0.0158477722908204,27.5805295698232,0.962840748576019,0.652594515077169,2.873,NA,NA,200,4000,""
4,"damsleth","Damsleth n=10",2,5,10,0,NA,TRUE,5.57,5.01,10,1.11177644710579,6.25848978774591,"Numerical grid","ok",0,0,6.27874382490321,5.79502735097728,2.50363677584584,11.8152205102997,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
4,"damsleth","Damsleth n=10",2,5,10,0,NA,TRUE,5.57,5.01,10,1.11177644710579,6.25848978774591,"P-IG Gibbs","ok",0.0441912681762756,0.140526681088188,6.14904605373113,6.08428852123397,2.42881031027284,11.9858388663296,TRUE,78.1768119576315,0.0156353623915263,27.3824210009217,0.961651495454838,0.639208294359956,2.855,NA,NA,200,4000,""
5,"damsleth","Damsleth n=30",1,5,30,0,NA,TRUE,5.09,4.26,30,1.19483568075117,3.23301803076604,"Numerical grid","ok",0,0,3.24061064115617,0.580540886405783,1.93060664156111,4.90148916681077,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
5,"damsleth","Damsleth n=30",1,5,30,0,NA,TRUE,5.09,4.26,30,1.19483568075117,3.23301803076604,"P-IG Gibbs","ok",0.00940760191091183,0.0178945861156646,3.23076645316998,0.553385959901729,1.92765339260559,4.85802641643061,FALSE,159.798226639995,0.031959645327999,42.7267985668436,0.914790417359441,0.438751971128332,3.74,NA,NA,200,4000,""
