"alpha_true","n","method","reps","rows","ks_mean","ks_se","w1_mean","w1_se","coverage","mean_error","ess_iter_median","ess_sec_median","runtime_median","runtime_p90","accept_median","acf1_mean","acf10_mean"
20,50,"P-IG Gibbs",200,200,0.113734857035622,0.00444301391423133,1.05241516037769,0.0526745854385933,0.9,2.0162762570099,0.00326539649035185,4.01235125146738,4.09100000000012,4.32819999999983,NA,0.991668489303108,0.920093923339362
20,50,"Slice-log-alpha",200,200,0.013509529607036,0.000259548027240982,0.0896968451942224,0.00268436427625729,0.95,2.10824089651063,0.8,21276.5957446806,0.188000000000002,0.268100000000001,NA,0.00279895936620126,0.000442007619241206
20,50,"Miller-IMH",200,200,0.0138020946635949,0.000284468549370335,0.0875326123133593,0.00250099969979303,0.95,2.1080922091571,0.8,47322.1467824547,0.0829999999999984,0.127099999999995,0.9994,0.00178300581439742,-0.000439680301798408
20,50,"Miller-Gamma",200,200,0.000290249218815222,5.42055241748713e-06,0.00321289456136238,3.57887767655178e-05,0.945,2.10651537352616,NA,NA,0.00300000000000011,0.004999999999999,NA,NA,NA
20,50,"Stirling-Gamma",200,200,0.0157772303325774,0.000219054588594559,0.159179625765382,2.38173269827624e-05,0.945,1.95053552804715,NA,NA,0.00300000000000011,0.00500000000000256,NA,NA,NA
20,500,"P-IG Gibbs",200,200,0.113431048056486,0.00435848059949457,0.305935002184623,0.0125497618741019,0.925,0.167935839769792,0.00323884116070334,0.847841094273222,19.0964999999999,20.0098,NA,0.991648392389654,0.919301398663669
20,500,"Slice-log-alpha",200,200,0.014193106177706,0.000308595638435085,0.0276999483008151,0.000693015116201599,0.945,0.216611788585142,0.8,18524.3498947848,0.216500000000004,0.301400000000002,NA,0.000297057653061015,9.07316422275911e-05
20,500,"Miller-IMH",200,200,0.0139154877037966,0.000306739632763485,0.0266348534381592,0.000708818873977605,0.945,0.217368652575772,0.8,47905.9093516915,0.0844999999999985,0.123100000000004,0.9998,0.000569049915857785,0.000715535897660151
20,500,"Miller-Gamma",200,200,0.000183884571010899,5.53730405423311e-07,0.000445466389934917,3.58857811100915e-06,0.945,0.21566709058107,NA,NA,0.00400000000000489,0.00600000000000023,NA,NA,NA
20,500,"Stirling-Gamma",200,200,0.051966886610708,0.000224708860885054,0.163908216276158,1.79910377397032e-06,0.955,0.0513871149669465,NA,NA,0.00400000000000489,0.00600000000000023,NA,NA,NA
