"task_id","suite","scenario","rep","alpha_true","n","prior_delta","prior_center","fixed_stats","x_a","x_g","delta_post","mu_ratio","truth_mode","method","status","ks","w1","mean","var","ci_low","ci_high","cover","ess","ess_per_iter","ess_per_sec","acf1","acf10","runtime_sec","accept_rate","avg_evals","pig_N","n_save","message"
3,"main","alpha=0.1, n=50",1,0.1,50,0,NA,FALSE,0.0715579951949152,4.00275064593924e-05,50,1787.72053331652,0.11096990737408,"Numerical grid","ok",0,0,0.11106899773214,0.000263608832773308,0.0814792116965259,0.144878167363122,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
3,"main","alpha=0.1, n=50",1,0.1,50,0,NA,FALSE,0.0715579951949152,4.00275064593924e-05,50,1787.72053331652,0.11096990737408,"Miller-Gamma","ok",0.0038289397936252,0.000127035290724449,0.110970530344382,0.000263175947450169,0.0814767619562424,0.144949848384584,TRUE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,""
3,"main","alpha=0.1, n=50",1,0.1,50,0,NA,FALSE,0.0715579951949152,4.00275064593924e-05,50,1787.72053331652,0.11096990737408,"Stirling-Gamma","ok",0.821011601923077,0.0400737845223141,0.070773330169436,0.000189013745783849,0.0464384261749028,0.100153428433568,TRUE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,""
3,"main","alpha=0.1, n=50",1,0.1,50,0,NA,FALSE,0.0715579951949152,4.00275064593924e-05,50,1787.72053331652,0.11096990737408,"Slice-log-alpha","ok",0.098424637838193,0.00252164754112157,0.109079209636046,0.0002553733294231,0.0820948439204161,0.137357408981621,TRUE,80,0.8,40000,0.114489144996646,-0.0511546841663419,0.002,NA,4.14,NA,80,""
3,"main","alpha=0.1, n=50",1,0.1,50,0,NA,FALSE,0.0715579951949152,4.00275064593924e-05,50,1787.72053331652,0.11096990737408,"P-IG Gibbs","ok",0.0764449399731684,0.00203729154215117,0.111291505431361,0.000242842516818741,0.0837739795141265,0.148754137326047,TRUE,80,0.8,26666.6666666666,0.0985791407728244,-0.0492572809418425,0.003,NA,NA,10,80,""
4,"main","alpha=2, n=50",1,2,50,0,NA,FALSE,1.97297921939994,1.38143420685327,50,1.42821077515819,1.62601927677712,"Numerical grid","ok",0,0,1.62961410984706,0.084560095472009,1.1109902496076,2.24459501742862,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
4,"main","alpha=2, n=50",1,2,50,0,NA,FALSE,1.97297921939994,1.38143420685327,50,1.42821077515819,1.62601927677712,"Miller-Gamma","ok",0.00227731229306127,0.00141333033588106,1.62602555819848,0.0844507286138465,1.10711578488022,2.24309116946285,TRUE,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,""
4,"main","alpha=2, n=50",1,2,50,0,NA,FALSE,1.97297921939994,1.38143420685327,50,1.42821077515819,1.62601927677712,"Stirling-Gamma","ok",0.192215229557851,0.138544580235736,1.48699946663209,0.0834402797646839,0.975705322725307,2.10429683477585,TRUE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,""
4,"main","alpha=2, n=50",1,2,50,0,NA,FALSE,1.97297921939994,1.38143420685327,50,1.42821077515819,1.62601927677712,"Slice-log-alpha","ok",0.101167814495798,0.0586447326908354,1.68291319591818,0.0943652451413315,1.17665172913616,2.33318548285139,TRUE,53.5771548043342,0.535771548043342,26788.5774021671,0.191681691735288,0.0100740937909447,0.002,NA,3.71,NA,80,""
4,"main","alpha=2, n=50",1,2,50,0,NA,FALSE,1.97297921939994,1.38143420685327,50,1.42821077515819,1.62601927677712,"P-IG Gibbs","ok",0.370587177756158,0.227216616575548,1.398044945487,0.0500231332298088,0.827931015630274,1.80791423637813,FALSE,11.2581161264653,0.112581161264653,3752.70537548849,0.75050010518839,-0.129661866646649,0.00299999999999995,NA,NA,10,80,""
