"task_id","suite","scenario","rep","alpha_true","n","prior_delta","prior_center","fixed_stats","x_a","x_g","delta_post","mu_ratio","truth_mode","method","status","ks","w1","mean","var","ci_low","ci_high","cover","ess","ess_per_iter","ess_per_sec","acf1","acf10","runtime_sec","accept_rate","avg_evals","pig_N","n_save","message"
36,"damsleth","Damsleth n=5",36,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
36,"damsleth","Damsleth n=5",36,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999872429871627,4.68256904687503,0.0744443424983899,0.000515104686326302,0.0338895524891438,0.122199604919012,FALSE,3559.29399979773,0.711858799959545,10257.3314115208,0.0581752660982729,-0.022645169056688,0.347,NA,NA,200,4000,""
37,"damsleth","Damsleth n=5",37,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
37,"damsleth","Damsleth n=5",37,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.9998729268493,4.68251054345193,0.0745028459214969,0.000508345429556042,0.0346277776974459,0.122831999080408,FALSE,4597.57071152523,0.919514142305047,13765.1817710336,0.0352821775515847,-0.0168709215757053,0.334,NA,NA,200,4000,""
38,"damsleth","Damsleth n=5",38,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
38,"damsleth","Damsleth n=5",38,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.99987224391772,4.68232817056459,0.0746852188088314,0.000522041137393635,0.0348717484295918,0.124238301322261,FALSE,3748.54390036058,0.749708780072116,10589.1070631655,0.0323271298467958,-0.00325788394666813,0.354,NA,NA,200,4000,""
39,"damsleth","Damsleth n=5",39,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
39,"damsleth","Damsleth n=5",39,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999871737555201,4.68394068855478,0.0730727008186475,0.000514999272900858,0.0333256085158159,0.121842113151596,FALSE,3681.0457661477,0.736209153229539,9611.08555129947,0.0414000129457387,0.0121797834253494,0.383,NA,NA,200,4000,""
40,"damsleth","Damsleth n=5",40,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
40,"damsleth","Damsleth n=5",40,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999872674470017,4.68304343822299,0.0739699511504341,0.000521552810170871,0.0334613894885232,0.123599769197551,FALSE,4000,0.800000000000001,10958.904109589,0.00687789483365762,0.0275389730598862,0.365,NA,NA,200,4000,""
41,"damsleth","Damsleth n=5",41,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
41,"damsleth","Damsleth n=5",41,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.9998711599052,4.6832093758578,0.0738040135156214,0.000525925345690652,0.0345594922925637,0.123780758903872,FALSE,3674.70549552771,0.734941099105541,10969.2701359036,0.0422604522895144,-0.016743755280406,0.335,NA,NA,200,4000,""
42,"damsleth","Damsleth n=5",42,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
